company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Billström Riemer Andersson Bygg AB,5567245948,8,53,Riemer; Lars Magnus,56,54,Billström Riemer Andersson AB|Billström Riemer Andersson Bygg AB|Billström Riemer Andersson Mark AB|Lillhagen Byggnads AB|Billström Riemer Andersson Teknik AB|BRA Laholm AB|Knarrholmen Drift AB|BRA Knarrholmen AB|BRA Stallbacke AB|Härryda Projektutvecklings AB|Härryda Fastighets AB|BRA Göteborgsvägen AB|Mölnlycke Logistikpark AB|Wendelstrand nr 1 AB|BRA Framtid 2 AB|BRA Framtid 3 AB|Knarrholmen Utveckling AB|BRA Framtid 6 AB|Wendelstrand nr 12 AB|BRA Framtid 7 AB|Wendelstrand Holding 5 AB|Wendelstrand Fastighets AB|BRA Framtid 9 AB|Wendelstrand nr 10 AB|Wendelstrand nr 11 AB|Wendelstrand nr 15 AB|BRA Framtid 4 AB|BRA Framtid 10 AB|Wendelstrand nr 2 AB|Wendelstrand Holding 1 AB|Wendelstrand nr 4 AB|Wendelstrand nr 3 AB|Wendelstrand Holding 4 AB|Wendelstrand Holding 3 AB|Wendelstrand Holding 2 AB|Wendelstrand nr 16 AB|Wendelstrand nr 9 AB|Wendelstrand nr 8 AB|Wendelstrand nr 20 AB|Wendelstrand nr 13 AB|Wendelstrand nr 14 AB|BRA Framtid 8 AB|Knarrholmen Förvaltning AB|Billström Riemer Andersson Förvaltning AB|BRA Framtid 1 AB|BRA Framtid 5 AB|Riemer Holding AB|Wendelstrand nr 17 AB|Wendelstrand nr 18 AB|Wendelstrand nr 7 AB|Wendelstrand nr 6 AB|Wendelstrand nr 5 AB|Wendelstrand nr 19 AB|BRA Framtid 11 AB|BRA Framtid 13 AB|BRA Framtid 12 AB
COWI AB,5562049501,7,52,Wiktorson; Sven Anders,7,4,COWI AB|COWI Projektbyrån AB|AEC Advanced Engineering Computation Aktiebolag|PB-teknik Aktiebolag|COWI International AB|Granruds Byggkonsult Aktiebolag|Vinga Elprojektering Aktiebolag
Framtiden Byggutveckling AB,5567315170,4,56,Nordén; Anna Kristina,3,2,Framtiden Byggutveckling AB|Husbyggnadsvaror H.B.V. förening u.p.a.|ID06 AB
Framtiden Byggutveckling AB,5567315170,4,56,Blixt; Martin Ronald,2,8,Framtiden Byggutveckling AB|BYGGHERRARNA Sverige AB
Bilfinger Industrial Services Sweden AB,5566816111,7,55,Kukkonen; Jan Erik,2,4,Bilfinger Industrial Services Sweden AB|Liten tuva
Logistic Contractor AB,5569386963,2,46,Nilsson; Anders Olof,2,1,Logistic Contractor AB|Logistic Contractor Entreprenad AB
Logistic Contractor AB,5569386963,2,46,Karlberg; Benn Johnny,4,7,Logistic Contractor AB|Logistic Contractor Entreprenad AB|Handelsbolaget Logistic Contractor i Göteborg|LC Development AB
Sector Alarm AB,5565971081,3,46,Deybarden; Hans Martin,5,28,Sector Alarm AB|Sector Alarm Service AB|Sector Alarm Försäljnings AB|SA Bevakning AB|Sector Alarm Europe AB
Byggnadsaktiebolaget Tornstaden,5566586573,6,56,Olofsson; Erik Albert Harald,5,3,Byggnadsaktiebolaget Tornstaden|Byggnadsaktiebolaget Tornstaden Öst|Byggnadsaktiebolaget Tornstaden Syd|Vaxholm Kv Dykaren Ekonomisk förening|Tornstaden Bygg Holding AB
ASSA ABLOY Entrance Systems Sweden AB,5560049057,6,53,Aurell; Olof Mattias,1,4,ASSA ABLOY Entrance Systems Sweden AB
Linjemontage i Grästorp Aktiebolag,5564647575,4,54,Höglund; Karl Henrik,9,10,Linjemontage i Grästorp Aktiebolag|Infracontrol AB|Linjemontage Service Nordic AB|TGL Förvaltning Henrik Höglund|Amdal Fastighetsförvaltning i Hunnebostrand AB|JWH Management AB|KH Kraftströmmer Förvaltning AB|Lökholmens Fastighets AB|3H Henrik Höglund Holding AB
MVB Astor Bygg AB,5565278198,4,58,Ljungdahl; Per Henrik,6,2,MVB Syd AB|MVB Astor Bygg AB|MVB Öst AB|Anne och Ulf Stockevik AB|ANLAB Trestad AB|MVB Väst AB
Tommy Byggare AB,5566781943,3,39,Samuelsson; Mattias Jan Ove,6,9,Tommy Byggare AB|BOBO Fastigheter AB|Kungälvs Entreprenad & Förvaltning AB|JMHF Fastigheter AB|Lönndungen AB|Selin & Samuelsson AB
Mark & Energibyggarna i Göteborg Aktiebolag,5562153865,3,54,Halvardsson; Johan Tomas Jörgen,41,16,Eleda Holding AB|One Nordic Holding AB|One Nordic Sverige AB|One Nordic AB|Anläggning & Kabel Entreprenad i Malmö AB|Craftor AB|Mark & Energibyggarna i Göteborg Aktiebolag|Järfälla VA- & Byggentreprenad Aktiebolag|Salboheds Bygg och Anläggningstjänst AB|KEWAB; Kenneth Wahlström Aktiebolag|Lapplands Elnät i Jokkmokk AB|KEWAB AB|ONE Nordic Mätteknik AB|Västkustens Anläggnings AB|Annebergs Bygg och Anläggning AB|AXEDA Entreprenad AB|ONE Nordic Hydro AB|One Nordic Konsult AB|Mark & Energibyggarna Infra AB|Eleda Acquisition AB|Sandins Entreprenad AB|Palms Sprängtjänst Aktiebolag|Sandins Rail AB|Trigo Mätteknik AB|Decorista AB|Qevirp Holding AB|Jordugglan 2 Fastighets AB|AGAM Fastigheter AB|BRABAG AB|Decorina AB|Eleda MidCo AB|Eleda TopCo AB|Eleda Group AB|HoldCo KW AB|JV Partners AB|Eleda Group Holding AB|PJ CH Fastigheter AB|Eleda BidCo AB|PJ CH Invest AB|DeDe Invest AB|Craftor Holding AB
Emil Lundgren AB,5560493263,3,61,Kihlberg; Kjell Jonas,5,14,Eitech Electro AB|Emil Lundgren AB|Installatörsföretagen Service i Sverige AB|Paketluckan handelsbolag
Götenehus Group AB,5563134484,10,54,Gustafsson; Karl Gunnar Andreas,24,31,Götenehus Group AB|Götenehus Aktiebolag|Götenehus Entreprenad AB|Götene Träindustri AB|Forshem Fastighets Aktiebolag|Swebostad Utveckling AB|Götenehus Försäljnings AB|Götenehus Vasatorp AB|Kampenhof Fastighets AB|Limhamn kv norra VY2 AB|Limhamn kv södra VY2 AB|Fastighets AB Åberg 16|Förvaltnings AB Westibulen|Sjödalshus AB|Fastighets AB Lindekullevägen|Forshem Mark AB|G-Stock 9 AB|Swebostad AB|Förvaltnings AB Westibulen 2|Isa G AB|G - Stock 6 AB|G-Stock 8 AB|Förvaltnings AB Westibulen 3|G-Stock 7 AB
Norconsult AB,5564053964,6,51,Strömseng; Ljot,8,15,Norconsult AB|Nordisk Bergteknik AB (publ)|Technogarden AB|Norconsult Fältgeoteknik AB|Norconsult Astando Aktiebolag|Arkitekthuset Monarken AB|Aktiebolaget Svenskt Klimatneutralt Boende|L.Jot Invest AB
Norconsult AB,5564053964,6,51,Larnelius Löw; Anna Jeanette,3,2,Larnelius Affärsutveckling AB|JLow Consulting AB|Norconsult AB
White Intressenter AB,5565988499,12,49,Hagen; Alexandra Ingrid Eva,7,2,White Intressenter AB|White arkitekter Aktiebolag|Building Green in Sweden AB|White Tengbom Team Aktiebolag|SkogsHagen Skåne AB|Koggensgrand AB|Hwita Huset Aktiebolag
White arkitekter Aktiebolag,5561401018,12,49,Bäckstrand; Carl Jonas Martin,1,5,White arkitekter Aktiebolag
White arkitekter Aktiebolag,5561401018,12,49,Carl‚n; Gisela Margareta,1,1,White arkitekter Aktiebolag
White arkitekter Aktiebolag,5561401018,12,49,Hagen; Alexandra Ingrid Eva,7,2,White Intressenter AB|White arkitekter Aktiebolag|Building Green in Sweden AB|White Tengbom Team Aktiebolag|SkogsHagen Skåne AB|Koggensgrand AB|Hwita Huset Aktiebolag
Flodén Byggnadsaktiebolag,5560807389,6,56,Reismer; Jan Sebastian,2,1,Flodén Byggnadsaktiebolag|Bostadsrättsföreningen Seglet
Logistic Contractor Entreprenad AB,5590884275,2,46,Nilsson; Anders Olof,2,1,Logistic Contractor AB|Logistic Contractor Entreprenad AB
Logistic Contractor Entreprenad AB,5590884275,2,46,Karlberg; Benn Johnny,4,7,Logistic Contractor AB|Logistic Contractor Entreprenad AB|Handelsbolaget Logistic Contractor i Göteborg|LC Development AB
K 21 Entreprenad AB,5568897101,5,54,Fredriksson; Thomas Peter,9,11,K 21 Entreprenad AB|K 21 Service AB|K21 Entreprenad ROT AB|K21 Entreprenad Stenungsund AB|Fastighets AB Kusen|Consulting Construction Company Fredriksson AB|Humanitera AB|HKW Fastighets AB|Marie Fredriksson Development AB
Skeppsviken Bygg & Fastighet AB,5561942268,5,54,Larsson; Martin Jonas,16,29,Skeppsviken Bygg & Fastighet AB|Skeppsviken Bygg i Skövde AB|Skeppsviken Bygg i Göteborg AB|Skeppsviken Fastighets AB|Bostadsrättsföreningen Äpplet i Göteborg|Skeppsviken Förvaltning AB|Bostadsrättsföreningen Ärlan i Göteborg|Bostadsrättsföreningen Rurik Holms väg 11|Ekonomisk förening Ärlan utveckling|Ekonomisk förening Fladen Fyr nr 1|Ekonomisk förening Floda bostadsutveckling|AB Fladen Fyr 9|Skeppsviken Bygg i Skövde Holding AB|Skeppsviken Bygg i Göteborg Holding AB|AB Fladen Fyr 6|Norra Kyrkbyn AB
Stena Bygg AB,5568195167,3,47,Gidenstam; Sven Erik Martin,9,1,Stena Bygg AB|Bostadsrättsföreningen Lasarettet|Bostadsrättsföreningen Bäcken i Göteborg|Bostadsrättsföreningen Höjden i Göteborg|Bostadsrättsföreningen Trägården|Bostadsrättsföreningen Eken i Göteborg|Bostadsrättsföreningen Zenit Vega|Bostadsrättsföreningen Horisont Vega|Bostadsrättsföreningen Vintertriangeln
Rune Adielsson Byggnads Aktiebolag,5563800753,3,48,Johannesson Kjellström; Olof Rune,1,0,Rune Adielsson Byggnads Aktiebolag
Hanssons Hus Entreprenad AB,5590239165,3,40,Hansson; Rikard Jesper,9,0,Hanssons Hus Entreprenad AB|Ulricehamn Domherren 2 AB|H3 Förvaltning i Ulricehamn AB|Hanssons Hus Properties AB|Ulricehamn Domherren 3 AB|Ulricehamn Domherren 1 AB|Hanssons Holding AB|H3 Förvaltning 1 AB|Hanssons Hus AB
Betonmast Göteborg AB,5569314080,3,49,Attemalm; Kjell Magnus,2,0,AF Bygg Göteborg AB|Betonmast Göteborg AB
Asplunds Bygg i Mellansverige AB,5565364477,7,53,Forsell; Leif Håkan Gunnar,9,15,Asplundsgruppen AB|Asplunds Bygg i Mellansverige AB|Asplunds Bygg i Örebro AB|Byggmästargruppen Interfaber Aktiebolag|Oscar C AB|Jennie Forsell AB|Ormesta 2 AB|Nya Asplundsgruppen Invest AB|Ormesta 1 AB
BESAB AB,5562291582,6,56,Kléen; Karl Christian,9,11,BESAB AB|Besab Holding AB|BESAB Maskin AB|BESAB Teknik AB|Fastighets AB Gädjen|Fastighets AB V 1:27|Injekteringsspecialisten i Göteborg AB|BESAB Fastigheter AB|Fastighets AB boende Göteborg
BESAB AB,5562291582,6,56,Starck; Bo Roger,5,3,BESAB AB|Besab Holding AB|Svensk Grundläggning SAFE Service AB|Fastighets AB V 1:27|Fastighets AB boende Göteborg
BESAB AB,5562291582,6,56,Cederholm; Gustav Alexander,7,5,BESAB AB|Besab Holding AB|BESAB Teknik AB|Fastighets AB Gädjen|Fastighets AB V 1:27|BESAB Fastigheter AB|Fastighets AB boende Göteborg
AF Bygg Göteborg AB,5563093433,4,50,Attemalm; Kjell Magnus,2,0,AF Bygg Göteborg AB|Betonmast Göteborg AB
PELATO Invest AB,5567228241,3,63,Dahlqvist; Rune Lars-Göran,4,15,BESAB AB|Besab Holding AB|PELATO Invest AB|Edvirt AB
Hökerum Bygg Aktiebolag,5561536185,3,45,Lind; Johan Svante,24,16,Hanssons Hus Entreprenad AB|Hökerum Bygg Aktiebolag|Zenergy AB|Zenergy ZIPRENT AB|Zenergy Fastighets AB|Stjärnillern AB|Fam Lind Invest AB|Estancia Nynäshamn AB|Björknäs Trädgårdstäppan AB|Missionsvägens Fastighets AB|Hanssons Holding AB|Hanssons Hus Properties AB|Ulricehamn Domherren 3 AB|Ulricehamn Domherren 1 AB|Stjärnhöken Holding AB|Ulricehamn Domherren 2 AB|Värmdö Solskeppet AB|Stjärnhöken Gustavsberg 1 AB|Zenergy Fastighets Holding AB|Åbroddvägens mark AB|Stjärnhöken holding 2 AB|Bryggargatan Holding AB|Stjärnhöken Bygg AB|Stjärnhöken Holding nr 1 AB
Kungälvs Rörläggeri Aktiebolag,5561073502,3,42,Andersson; Ulf Lennart,2,0,Inter El Kungälv Aktiebolag|Kungälvs Rörläggeri Aktiebolag
Skeppsviken Bygg i Skövde AB,5563603959,4,52,Lennartsson; Bengt Peter,3,2,Skeppsviken Bygg i Skövde AB|P Lennartsson Konsult Holding AB|Skeppsviken Bygg i Skövde Holding AB
Skeppsviken Bygg i Skövde AB,5563603959,4,52,Johansson; Lars Magnus,3,0,Skeppsviken Bygg i Skövde Holding AB|Skeppsviken Bygg i Skövde AB|Magnus Johansson Bygg & Fastighet i Skövde AB
DAB Group AB,5564852159,5,59,Mansfeldt; Bo Konstantin,2,3,DAB Holding AB|DAB Group AB
DAB Group AB,5564852159,5,59,Kinnmark; Mikael,3,7,DAB Fastigheter Aktiebolag|DAB Group AB|DAB Holding AB
Kålltorps Byggnadsaktiebolag,5565830741,3,57,Johansson; Bernt Morgan,17,15,Kålltorpsgruppen AB|Kålltorps Byggnadsaktiebolag|Kålltorps Plåtslageri AB|Kolmulen Kommanditbolag|Kommanditbolag Hågälen|Kommanditbolaget Fjärsingen|Landvetter Bilcenter Förvaltnings AB|Kålltorps Projektstyrning AB|Kålltorpsgruppen Holding AB|Haga Storby i Mölnlycke AB|Givet Fastighetsservice AB|Haga Storby i Mölnlycke Försäljning 1 AB|Hyvens Logistik AB|Kålltorps Projektförsäljning 1 AB|Kålltorps Projektförsäljning 3 AB|Kålltorps Projektförsäljning 2 AB|Kålltorps Projektutveckling AB
F.O. Arkitektkontor Aktiebolag,5560802935,3,66,Steen; Jan Jonas Michael,22,20,Ideella föreningen Svenskt Näringsliv med firma   Svenskt Näringsliv|F.O. Arkitektkontor Aktiebolag|F.O. Peterson & Söner Byggnadsaktiebolag|Göteborgs Kyrkliga Stadsmission Bistånd och Entreprenad AB|Göteborgs Studenters Företagsgrupp AB|Fysiken Friskvård i Göteborg AB|F O Nordstaden AB|Green Village Surte AB|Aktiebolaget Äppelträdgården|Grundförstärkningar i Göteborg Aktiebolag|Akademihälsan i Göteborg AB|Göteborgs Kyrkliga Stadsmission Fastighets AB|Cecilia Steen Arkitekt AB|Green Village AB|Bra boende i Lundby Park Hyresrätter AB|Aktiebolaget Skolmössan Ruddalen|Green Village Holding AB|F O Peterson & Söner Holding AB|Aktiebolaget Lunden 45:13|Green Village Surte Ekonomisk förening|Bra boende i Lundby Park Bostadsrätter 1 AB|Bra boende i Lundby Park Holding AB
F.O. Peterson & Söner Byggnadsaktiebolag,5560113465,6,59,Steen; Jan Jonas Michael,22,20,Ideella föreningen Svenskt Näringsliv med firma   Svenskt Näringsliv|F.O. Arkitektkontor Aktiebolag|F.O. Peterson & Söner Byggnadsaktiebolag|Göteborgs Kyrkliga Stadsmission Bistånd och Entreprenad AB|Göteborgs Studenters Företagsgrupp AB|Fysiken Friskvård i Göteborg AB|F O Nordstaden AB|Green Village Surte AB|Aktiebolaget Äppelträdgården|Grundförstärkningar i Göteborg Aktiebolag|Akademihälsan i Göteborg AB|Göteborgs Kyrkliga Stadsmission Fastighets AB|Cecilia Steen Arkitekt AB|Green Village AB|Bra boende i Lundby Park Hyresrätter AB|Aktiebolaget Skolmössan Ruddalen|Green Village Holding AB|F O Peterson & Söner Holding AB|Aktiebolaget Lunden 45:13|Green Village Surte Ekonomisk förening|Bra boende i Lundby Park Bostadsrätter 1 AB|Bra boende i Lundby Park Holding AB
Aarsleff Ground Engineering AB,5565245981,3,53,Hagwall; Jan Håkan Christer,2,1,Aarsleff Ground Engineering AB|Hagwall Management AB
Aarsleff Ground Engineering AB,5565245981,3,53,Brogren; Lars Niclas,4,2,Aarsleff Ground Engineering AB|Centrum Pile AB|Aarsleff BAUER Foundation Contractors (ABFC)      Handelsbolag|Aarsleff Anläggning AB
Lambertsson Kran Aktiebolag,5565435293,4,50,Heed; Jan Sigfrid,1,0,Lambertsson Kran Aktiebolag
Bergman & Höök Byggnads AB,5565455382,4,50,Klysing; Mattias Åke Berne,4,4,Bergman & Höök Byggnads AB|Bergman & Höök Förvaltnings AB|Fastighetsaktiebolaget Premiären|PTM Intressenter AB
Sub connected AB,5591864771,2,71,Lindelöf; Ulf Christer Eric,2,7,Sub connected AB|KOMMANDITBOLAGET RESEDAGATAN 4
LPE Sverige AB,5565184925,7,53,Petersson; Bert Helge Lennart,7,5,LPE Sverige AB|Lennart Petersson Holding AB|LP Öxabäck AB|Lennart Petersson Fastigheter AB|Bert Petersson Holding AB|Hjällsnäs Holding AB|Hjällsnäs 52:1 Fastighet AB
Per Jacobsson Byggnads Aktiebolag,5561984898,4,59,Johansson; Mikael Georg,3,6,Per Jacobsson Bygg i Göteborg AB|Per Jacobsson Byggnads Aktiebolag|Eriksen & Johansson Holding AB
GH Olofsson Bygg & Entreprenad AB,5567325088,4,48,Pettersson; Karl Axel Mattias,12,45,GH Olofsson Bygg & Entreprenad AB|Rewinner AB|Redox Miljöhantering Aktiebolag|Redox Bildelar AB|Autocirc AB|Bergese Consulting AB|Alli's Company AB|Constrera Projektpartner AB|Autocirc Industriutveckling AB|BSB förvaltning Aktiebolag|Riksbyggen Bostadsrättsförening Boråshus nr 2|Ekomm Sweden AB
Styrud Ingenjörsfirma Aktiebolag,5561977926,5,53,Tell; Björn Ingemar,3,6,Styrud Arctic AB|Styrud Rörtryckning AB|Styrud Ingenjörsfirma Aktiebolag
AB Fristad Bygg,5563439156,4,55,Georgsson; Lars Stefan,2,12,bostadsrättsföreningen Elektra 9 i Borås|AB Fristad Bygg
Byggfokus Väst Entreprenad AB,5567652929,4,46,Gidlund; Hans Jesper,8,4,Benfritt AB|Byggfokus Väst Entreprenad AB|Fastighetsfokus nr 1 AB|Fastighetsfokus Nr 3 AB|Förvaltningsfokus Väst AB|Byggfokus Väst Entreprenad Holding Nr 2 AB|Gidlund Holding AB|Byggfokus Väst Entreprenad Holding AB
Karlastaden Utveckling AB,5590592266,3,48,Åstenius; Lennart Daniel,13,26,Karlastaden Utveckling AB|Änglagården Fastighetsutveckling AB|Prioritet Serneke Arena Drift och Event AB|Trollhättans Bygg & Industritjänst Aktiebolag|Ledge Ing AB|Serneke Entreprenad AB|Änglagården Holding AB|Bostadsrättsföreningen Karlatornet 1:2|Bostadsrättsföreningen Karlatornet 1:3|Bostadsrättsföreningen Karlatornet 1:4|Karlatornet Entreprenad AB|Bostadsrättsföreningen Karlatornet 1:1
Kynningsrud Nordic Crane AB,5561068171,5,52,Heli-Hansen; Morten,3,19,Mobilkranföreningens Service Aktiebolag|Nordic Crane Heavy Lift AB|Kynningsrud Nordic Crane AB
KELLER GRUNDLÄGGNING AB,5561081646,5,46,Thurner; Robert,2,1,SVEAB-Keller Årstafältet Projektet AB|KELLER GRUNDLÄGGNING AB
Avarn Security Systems AB,5564791829,3,49,Larsson; David,11,14,Avarn Security AB|AVARN Security Services AB|Avarn Security Systems AB|AVARN Security Solutions AB|ideell förening Bya; Bevakningsbranchens Yrkes-   och Arbetsmiljönämnd med firma Bya;|Avarn Låsteknik i Göteborg AB|Avarn Teknik Sverige AB|Säkerhetsföretagen SÄKAB AB|Synenergy AB|Skandia SÖK AB|Säkerhetsgymnasiet i Stockholm AB
HTE Produktion AB,5566376967,5,44,Wiséhn; Mats Göran,7,23,HTE Garden AB|HTE Produktion AB|Göteborgs Gräv & Maskin AB|Fluntinge AB|HTE Holding AB|FB Hjuvik AB|HTE Kalven AB
Billström Riemer Andersson Mark AB,5567243018,8,54,Eliasson; Jan Ove,1,1,Billström Riemer Andersson Mark AB
NOVAB AB,5564402534,6,56,Larm; Nils Peter,7,4,NOVAB AB|Laxhall Hamnkrog & Konferens AB|Brommö Invest AB|NOVAB Bostäder AB|NOVAB Industrifastigheter AB|Peter Larm Invest AB|NOVAB Holding AB
WBF Invest AB,5566358841,3,42,Frigård; Andreas Åke,8,21,WBF Invest AB|Tubus System AB|Energi & Miljöteknik i Göteborg AB|Tubus System International AB|Torpadals Bygg & Plåt AB|Kanaltätning i Göteborg AB|TrumRenovering i Mölnlycke AB|Pewano AB
SafeTeam i Sverige AB,5563361681,4,45,Benneklint; Thomas Bertil,3,25,Uddevalla Säkerhet AB|Nyckelman Aktiebolag|SafeTeam i Sverige AB
Ventab i Göteborg AB,5563944585,4,66,Skötte; Hillevi Elisabeth,8,10,Ventab i Göteborg AB|Venten AB|EMTF Förlag AB|Skötte Consulting AB|BASAB Building Automation Software AB|Ventab Styr Holding AB|Ventab Partners AB|Ventab Holding AB
Ivar Celander Aktiebolag,5560657800,5,53,Berntsson; Albert H B,2,4,Måleriföretagen i Väst Serviceaktiebolag|Ivar Celander Aktiebolag
Borga Plåt AB,5561857037,2,53,Paulsson; Mats Anders Ivar,2,0,Borga Plåt AB|Marketing Melody
Krook & Tjäder Holding AB,5567160394,7,52,von Wachenfeldt; Johan Fredrik,15,5,Krook & Tjäder Holding AB|Arkitekterna Krook & Tjäder i Göteborg AB|Arkitekterna Krook & Tjäder Uulas AB|Arkitekterna Krook & Tjäder i Malmö AB|Arkitekterna Krook & Tjäder i Stockholm AB|Arkitekterna Krook & Tjäder i Borås AB|Krook & Tjäder Solutions AB|Arkitekterna Krook & Tjäder i Uppsala AB|Arkitekterna Krook & Tjäder i Halmstad AB|DEFYRA Arkitekter Aktiebolag|Krook & Tjäder Design AB|Boplattan 1 AB|Hovås 19:1 AB|Krook & Tjäder Projektutveckling AB|Krook & Tjäder Partners AB
Markbygg Anläggning Väst AB,5565812491,2,52,Lundh; Stefan Lennart,9,44,Markbygg Anläggning Väst AB|Markbygg Holding Sverige AB|Uddevalla Teknikcenter AB|Markbygg Furuhall AB|Markbygg Stenbrottet AB|Torp Center Uddevalla AB|Markbygg Hus Två AB|Korpåsberget Husutveckling AB|Markbygg Hus 4 AB
SAMGRÄV MASKINFÖRMEDLING AB,5568122252,2,59,Cederblad; Lars Mathias,7,17,SAMGRÄV MASKINFÖRMEDLING AB|Samgräv Recycling AB|Samkross i Uddevalla AB|Samgräv Holding AB|MFH Consulting AB|Cederblad Consulting AB|Samkross i Härryda AB
Sjövalla Byggservice Aktiebolag,5563449858,4,47,Malmros; Jan Robert,6,22,Sjövalla Byggservice Aktiebolag|Sjövalla VVS AB|Sjövalla Göteborg Backa 109:2 AB|Sjövalla Holding AB|Bostadsrättsföreningen Häggen 17:10|Sjövalla Invest AB
Johansson & Rehn Byggnads Aktiebolag,5561791871,5,61,Johansson; Tor Jakob Wilhelm,6,5,Johansson & Rehn Byggnads Aktiebolag|J & R Fastigheter Väst 2 AB|J & R Fastigheter Väst 1 AB|J & R Fastigheter Väst 3 AB|Johansson & Rehn Holding AB|J&R Förvaltning AB
Johansson & Rehn Byggnads Aktiebolag,5561791871,5,61,Johansson; Sven Erik Bertil,6,4,Johansson & Rehn Byggnads Aktiebolag|J & R Fastigheter Väst 2 AB|J & R Fastigheter Väst 1 AB|J & R Fastigheter Väst 3 AB|Johansson & Rehn Holding AB|J&R Förvaltning AB
Johansson & Rehn Byggnads Aktiebolag,5561791871,5,61,Johansson; Karl Erik Torbjörn,6,4,Johansson & Rehn Byggnads Aktiebolag|J & R Fastigheter Väst 2 AB|J & R Fastigheter Väst 1 AB|J & R Fastigheter Väst 3 AB|Johansson & Rehn Holding AB|J&R Förvaltning AB
Br. Sandhs Entreprenad AB,5566615638,3,55,Sandh; Arvid Börje Eugén,9,29,Br. Sandhs Entreprenad AB|Varbergs Anläggningsservice Aktiebolag|S A Gräv Aktiebolag|Näs Motor & Maskin AB|Maskinhyra på Näs AB|Mark Kinna 24:197 Fastighets AB|Fastighetsbolaget Varberg Cylindern 17 AB|Jordlagret AB|Mark Kinna 24:194 Fastighets AB
Byggarvid AB,5565949319,3,61,Dahlgren; Margaretha Elisabeth,16,17,LEDA Invest AB|Byggarvid AB|Näringsliv Ulricehamn AB|Bronäs Tegelbruket AB|Bronäs Daltorp 11 AB|Bromarken 1 AB|Gothenburg Application Studio AB|Bronäs Projekt AB|Exploatering Bronäs 3 i Ulricehamn AB|HAMJE 1 AB|Stenbäckshöjden Projekt AB|Stenbäckshöjden Invest AB|HAMJE 2 AB|HAMJE 3 Invest AB|HAMJE 4 AB|Exploatering Ekbacka Strand 2 AB
Thermion AB,5564481611,2,40,Johansson; Carl Niclas Reine,4,4,Thermion AB|Andrénverken AB|Svenska Isolerfirmornas Service AB|CNR-Gravyr
Agnesbergs Grävtjänst i Kungälv Aktiebolag,5564085677,5,47,Johansson; Stefan Joakim,13,5,Agnesbergs Grävtjänst i Kungälv Aktiebolag|Kungälvs Plastteknik Aktiebolag|Filaregatan Entreprenad Aktiebolag|Skarps Stensättning AB|Petulo Pipe AB|Rollsbo Modulsvets AB|Aqua Tech Europe AB|KC 3 Rollsbo AB|Agnesbergs Fastighetsaktiebolag|KD & ICJ Fastighets AB|Ostronsundet Invest AB|JJH i Sverige AB|Musselsundet Invest AB
KAEFER AB,5562902436,3,48,Jern; Ulf Christian,1,2,KAEFER AB
KAEFER AB,5562902436,3,48,Smedberg; Per Johan Tommy,1,1,KAEFER AB
Kingspan AB,5569516643,4,45,Mc Mahon; David,1,4,Kingspan AB
AB CD BYGG,5564359791,2,57,Sjölund; Per Johan,4,6,3steget AB|AB CD BYGG|Aktiebolaget Frölunda Betonggolv|Wera Byggnads AB
WH Bolagen Sverige AB,5567613384,4,44,Johansson; Matthias,10,15,Axima AB|WH Bolagen Sverige AB|HOLfast AB|WH Fastighets- och Byggservice AB|Olof Leander Måleri AB|Ljungbloms Elektriska AB|Navigator Distribution Nordic AB|WH Installation AB|Pro Agency Sports m.A. AB|Berolini AB
Gatu och Väg Väst AB,5566506845,8,51,Svensson; Per Ingvar Andreas,5,3,Gatu och Väg Väst AB|Lokföraren i Äspered Fastighets AB|Halmstad Fastigheter GVV AB|Silvergate Invest AB|AM Gustavsson Invest AB
Dick M Jagdell Bygg i Ulricehamn AB,5568440274,3,47,Jagdell; Dick Anders,5,12,Dick M Jagdell Bygg i Ulricehamn AB|Shedend Holding AB|JAGIS AB|Bostadsrättsföreningen Nya Ekhult|Lindkronan Lilla Berget AB
Källfelt Byggnadsaktiebolag,5560590415,3,69,Boström; Berndt Peter Mikael,7,5,Källfelt Byggnadsaktiebolag|Dockyard Hotel AB|Fastighetsakademin Sverige AB|Örgryte Bostadsaktiebolag|Slåttergubben Holding AB|Prästgårdsängens Bostadsaktiebolag|Fastighets Aktiebolag Morjan
VGH Sverige AB,5568923212,3,54,Andersson; Olof Martin,12,22,VGH Sverige AB|Ventilationsgruppen Bohuslän AB|IV Väst AB|Ventilationsgruppen service i Göteborg AB|Labkontroll Väst AB|Ventkonsult Göteborg AB|Calega AB|VG El & Styr Bohuslän AB|Event Consulting i Bohuslän AB|Labkontroll Syd AB|Labkontroll Sverige AB|Fläktman Installations Aktiebolag
Tuve Byggservice AB,5563339745,3,46,Bengtsson; Sven Robert,12,12,Tuve Holding AB|Tuve Bygg Aktiebolag|Tuve Byggservice AB|Tuve Snickeri Aktiebolag|Sprudla reklambyrå AB|Tuve KBA AB|Tuve Betongbyggen AB|Tuve Bygg International Aktiebolag|TBP 1 AB|Bostadsrättsföreningen Centrumgården|Tuve Projektutveckling AB|Tuve Förvaltning AB
Midroc Ställningar AB,5560220476,4,52,Laks; Lembit,4,5,Midroc Ställningar AB|Lembits Entreprenad AB|Fastighetsbolaget Gräskärrsvägen 2 AB
