company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
SH Schakt i Kungshamn AB,5566050463,2,56,Hansson; Rolf Stefan,9,2,SH Schakt i Kungshamn AB|HÅLLÖ INVEST KOMMANDITBOLAG|Hogenäs Kross AB|Fisketången Fastigheter AB|Hovenäs Hamn Fastighetsutveckling AB|SUNNERSKÄR FASTIGHETER KOMMANDITBOLAG|Sunneskär AB|Bergbolaget i Väst AB|Stefan Hansson Holding AB
Styrud Rörtryckning AB,5567954895,3,52,Tell; Björn Ingemar,3,6,Styrud Arctic AB|Styrud Rörtryckning AB|Styrud Ingenjörsfirma Aktiebolag
Aktiebolaget Bredin & Co,5560341561,2,55,Månsson; Rolf Tom Ola,5,3,Aktiebolaget Bredin & Co|M-Elinstallation AB|Teknikcon i Väst AB|M-Gruppen i Väst AB|M-Energicenter i Mark AB
Svensk Installationspartner AB,5568421076,5,48,Palsson; Carl Kristian Thor,4,8,Svensk Installationspartner AB|Presolvera revision & konsultationer AB|Myselfonline AB|Incorporated Game Solutions Gothenburg AB
Svenljunga Byggnadsisolering Aktiebolag,5562277060,5,49,Börjesson; Lars Sören,2,5,Svenljunga Byggnadsisolering Aktiebolag|SBI Fastighets AB
RO-Gruppen AB,5563368777,2,47,Jaldevik; Karl Andreas,15,10,RO-Gruppen Förvaltning AB|RO-Gruppen Göteborg AB|RO-Gruppen Koncept AB|RO-Gruppen Butik AB|RO - Gruppen MD AB|RO-Gruppen Södra Älvsborg AB|RO-Gruppen Byggservice AB|Toxic Interactive Solutions AB|RO-Gruppen AB|G-lösa i Borås AB|RO-Gruppen Fastighets AB|RO-Gruppen Stockholm AB|RO-Gruppen Göteborg PU AB|RO-Gruppen Koncept PU AB|Järnhättan Bostad AB
Olofssons Fasadputs & Måleri; Bygg Aktiebolag,5565169793,3,41,Olofsson; Alvar Tommy Lennart,6,8,Olofssons Fasadputs & Måleri; Bygg Aktiebolag|Carlbom & Sandersson CASA Bygg AB|Olofssons Byggrätt i Väst AB|Kolhättans Båthamn AB|Olofssons Bygg Holding AB|Kolhättan Norra fiber ekonomisk förening
Gajd Arkitekter AB,5566448972,3,60,Nädele; Johan Mikael,7,10,Gajd Arkitekter AB|Ateljé Arkitekten i Väst AB|Arkitektbyrån Losman och Nädele Aktiebolag|Losman Holding AB|Nädele Holding AB|Kinnekulle konsult i Götene AB|Losman & Nädele Holding AB
Takorama Aktiebolag,5563908150,3,53,Norrby; Carl Michael,6,8,Takorama Aktiebolag|Treat By Milla o Jennie AB|Seagull Aktiebolag|Uddevalla Arena AB|Millas Klippstuga AB|Norrby Förvaltning AB
Wikstrands Maskin Aktiebolag,5564674967,2,41,Vikstrand; Torbjörn Peter,3,0,Wikstrands Reklam och dekor AB|Wikstrands Maskin Aktiebolag|Wikstrands Förvaltning AB
Elforum Göteborg AB,5591334031,3,39,Andersson; Fredrik Lars Johan,4,1,Elforum Göteborg AB|Johan Andersson i Öjersjö AB|Elforum Holding AB|Östanvåg Holding AB
TidX Förvaltning AB,5567438345,4,46,Antonsson; Mattias Fredrik,3,3,Thunderstruck Förvaltning AB|TidX Framtid AB|TidX Förvaltning AB
Kollektivrör Aktiebolag,5561880872,2,43,Karlsson; Peter Nils-Gunnar,4,0,Kollektivrör Aktiebolag|Kollektivrör Fastigheter AB|Kollektivrör Holding AB|Fastighetsbolaget Kännestorp 2:11 AB
Kvibergs Måleri och Entreprenad AB,5568988959,3,48,Groeger Berndt; Jonas Bertil,2,13,Kvibergs Måleri och Entreprenad AB|Timmerslätts Måleri AB
Snixåsens Entreprenad Aktiebolag,5562754928,3,60,Nilsson; Peter Kjell Jonas,1,1,Snixåsens Entreprenad Aktiebolag
Söneborn Förvaltning AB,5565887659,2,42,Söneborn; Bengt Anders Erik,3,5,Söne El AB|Söneborn Förvaltning AB|Long Vindpark AB
Teknikrör i Kinna AB,5566683420,5,42,Pyrrö; Jari Juhani,6,3,Teknikrör i Kinna AB|Emmaljunga Rör & Svetsservice AB|Bohus Golv & Byggtjänst AB|Svenska Fältbyggnader AB|JAPY Förvaltning AB|Teknikrör Förvaltning i Kinna AB
Seth's Antenn & Teleteknik Aktiebolag,5563032662,7,49,Eskilsson; Jonny Rickard,7,8,Seth's Antenn & Teleteknik Aktiebolag|Bredbandig IT Communication i Göteborg AB|Solenergi Göteborg AB|Nöjesagenturen Göteborg|Net Solution Göteborg AB|Seths Gruppen AB|Bostadsrättsföreningen Dalen nr 26
Seth's Antenn & Teleteknik Aktiebolag,5563032662,7,49,Mann; Donald Christoffer,6,4,Seth's Antenn & Teleteknik Aktiebolag|Bredbandig IT Communication i Göteborg AB|Solenergi Göteborg AB|CANT Service Aktiebolag|Seths Gruppen AB|Satt Aper Solution Göteborg AB
Peder Borrare & söner Aktiebolag,5563806479,3,65,Håkansson; Loi Marcus,1,1,Peder Borrare & söner Aktiebolag
SCARTAB AB,5565228367,3,52,Karlsson; Erik Niklas,1,0,SCARTAB AB
Lancom Aktiebolag,5564640299,5,53,Fredler; Ulf Rikard Marcus,1,3,Lancom Aktiebolag
Michael LK Konsultation & Byggnation AB,5590434063,2,41,Karlsson; Michael Linus,6,2,Michael LK Konsultation & Byggnation AB|Michael K-B Service AB|Staysa Group AB|Michael K-B Fastigheter AB|Påskbostäder AB|Michael K-B Holding AB
Pang i Bygget Aktiebolag,5567485783,2,41,Eriksson; Ulf Håkan Arne,4,10,Pang i Bygget Aktiebolag|PIBAB Bygg & Vent Kommanditbolag|Pang i Bygget i Väst Handelsbolag|PIBAB Bygg AB
Rörfixarna i Hjo AB,5566713870,2,50,Alexandersson; Stefan Gunnar Joakim,2,1,Rörfixarna i Hjo AB|Salex Rörtjänst
Markmontage BEAB AB,5566258157,3,52,Svensson; Jens Martin,2,1,Markmontage BEAB AB|Grönå Entreprenad AB
7H Måleri & Entreprenad AB,5569697336,3,33,Terdevaj; Bedri,4,1,7H Måleri & Entreprenad AB|VF byggtjänst och fastighetsskötsel AB|7H Måleri Holding AB
Rollerboys Måleri AB,5569413296,2,41,Söderqvist; Martin Andreas,5,7,Rollerboys Måleri AB|Rollerboys Måleri Stockholm AB|Rollerboys Måleri Malmö AB|Wörkster Kreativ AB|Paint Or Die Holding AB
Paintab Sverige AB,5565636361,3,62,Mårtensson; Per Mårten,3,0,Netramm Förvaltning i Grästorp AB|Paintab Sverige AB|Paintab Life Aktiebolag
M-Elinstallation AB,5591615355,2,55,Månsson; Rolf Tom Ola,5,3,Aktiebolaget Bredin & Co|M-Elinstallation AB|Teknikcon i Väst AB|M-Gruppen i Väst AB|M-Energicenter i Mark AB
Livia Golventreprenad AB,5566308044,2,40,Neves; Joao Alexandre,2,4,Livia Golventreprenad AB|Golv i Väst i Göteborg AB
Melloff Bygg AB,5564635091,3,54,Lindberg; Nils Johan Thomas,1,0,Melloff Bygg AB
Rylanders El i Lysekil AB,5566825948,4,52,Karlsson; Lars Magnus Johan,4,3,Rylanders El i Lysekil AB|Rylanders VVS AB|Lysekils Elektriska AB|KAMP Förvaltnings AB
GBS Entreprenad AB,5566266812,2,45,Martinsson; Anders Niklas,11,3,GBS Entreprenad AB|Tjuvkils Havsport AB|GBS Fastigheter AB|Göteborgs Bygg & Stenentreprenader|Fastigheten Kyrkskolan i Ytterby AB|Bättre Bostäder i Kungälv AB|Fastighetsaktiebolaget Solberg|Akutbostäder i Väst AB|GBS Invest AB|Bostadsrättsföreningen Ytterby Stad|GBS Holding AB
Tomas Grävare AB,5563545135,3,46,Carlsson; Frank Tomas,1,6,Tomas Grävare AB
Limmareds Rör Aktiebolag,5562269745,4,48,Carlsson; Patrik Gunnar,2,0,XY Climate Sverige AB|Limmareds Rör Aktiebolag
Carrier Refrigeration Sweden AB,5562262419,4,51,Thomsen; Søren Steen,1,14,Carrier Refrigeration Sweden AB
Tomorrow AB,5567829568,3,49,Landgren; Andreas Yoon Jin,5,4,Tomorrow AB|Tomorrow Sthlm AB|Bright Circle Group AB|Tomorrow Digital AB|Corex Trade Kommanditbolag
Rollsbo Ventilation och Bygg AB,5567688279,4,54,Justesen; Preben Emil,2,3,Rollsbo Ventilation och Bygg AB|RVB Väst AB
Parkettpartner AB,5591223564,3,52,Norén; Anders Mattias,2,2,Parkettpartner AB|Marcus Noréns Elektriska AB
Seniorbolaget i Sverige AB,5568233695,3,63,Bergeld; Henrik Sven Olof,8,24,Seniorbolaget i Sverige AB|PTRM Bergeld AB|Seniorbolaget Service i Sverige AB|Imaginios AB|Juniorbolaget i Sverige AB|Bergeldgruppen AB|GOADIP Holding AB|Kunskapscentret i Sverige Ekonomisk förening
Epsilon Byggkonsult Aktiebolag,5563274439,3,47,Jodin; Johan Carl Olof,2,2,Epsilon Byggkonsult Aktiebolag|STRUCON Byggkonsult Aktiebolag
Kjellgren Kaminsky Architecture Aktiebolag,5567239545,2,42,Kjellgren; Fredrik Andreas,6,6,Kjellgren Kaminsky Architecture Aktiebolag|Kjellgren Kaminsky Brandström Gustavslund AB|Bonden 7 Gustavslund AB|KKP Utveckling AB|Fredrik Kjellgren Formgivning AB|Kjellgren Kaminsky Holding AB
Mark & Energibyggarna Infra AB,5569043051,3,54,Thorsson; Karl Henrik Andreas,5,4,AXEDA Entreprenad AB|Mark & Energibyggarna Infra AB|RiTho Design AB|Vikens Väst AB|Teresa Thorsson AB
Lerums Tekniska Isolering LTI AB,5565777231,4,46,Johansson; Mats Ola,16,17,Lerums Tekniska Isolering LTI AB|Nolanders Byggservice AB|Isoleringsgrossisten i Göteborg AB|VG Teknisk Isolering AB|LTI Utveckling & Fastigheter AB|Evolution Sweden AB|Boxer Fastigheter 2 AB|Boxer Fastigheter AB|Boxer Creation AB|DLM Holding AB|Västsvenska Isolering AB|Isoleringsteknik i Jönköping AB|Ljungviks Café & Bar AB|John Fredrik Sweden AB|Boxer Fastigheter 3 AB|Yesman AB
Kinna El & Tele Aktiebolag,5564825288,2,72,Sjölund; Lennart Sigvard Olof,17,37,New Nordic Healthbrands AB|Parkallen Invest AB|Elinväst Henrik Nilsson AB|Kinna El & Tele Aktiebolag|Östanbäck Timmerhus AB|Elgruppen Väst AB|Fässbergs Elektriska Aktiebolag|Quickcool AB|Utmaningarnas Hus i Malmö AB|Godiva AB|Innovationskonsult Lundholm Aktiebolag|Teamification AB|ErySave Aktiebolag|Nomvula AB|Parkallen Group AB|Husbåtskompaniet i Junsele AB|Argmed Kommanditbolag
MoodHouse AB,5566906169,2,53,Vanhollebeke; Karin Susanne,3,6,Moodhouse Invest AB|MoodHouse AB|Mood House
Bergendahls El Gruppen Aktiebolag,5565298493,5,46,Olin; Lars Johannes,11,9,Omvägen Holding AB|Bergendahls El Projekt AB|TELENTA Aktiebolag|Elektra Elteknik i Göteborg Aktiebolag|Bergendahls El Energiteknik AB|Bergendahls El Service Aktiebolag|Bergendahls El Gruppen Aktiebolag|Bergendahls El i Kungälv AB|Bergendahls EL Syd AB|Fastighetsbolaget Omvägen AB|Lars Olin Holding AB
Tomas Byggare Aktiebolag,5565389995,4,62,Gustafsson; Håkan Bertil,3,2,Sundsörns stugägares ekonomiska förening|Tomas Byggare Aktiebolag|Farmartjänst Mariestad AB
Landskapsgruppen Aktiebolag,5562535988,5,49,Ekström; Petra Agneta,3,6,Landskapsgruppen Holding AB|Landskapsgruppen Aktiebolag|Landskapsgruppen Öresund AB
Södra Vägens Låsservice Aktiebolag,5564350097,4,63,Enander; Leif Tommy,2,3,Södra Vägens Låsservice Aktiebolag|T Security AB
P. Chr. Rusch & Son Aktiebolag,5565145793,3,57,Olesen; Sören,1,0,P. Chr. Rusch & Son Aktiebolag
VAVIS AB,5563761211,3,61,Larsson; Lennart Ola,3,9,Bostadsrättsföreningen Rönnen nr 14|Simmis i Göteborg AB|VAVIS AB
Swea Asfalt i Väst AB,5568044688,2,44,Gill; Baljit Singh,3,2,Byggnader i Väst AB|Swea Asfalt i Väst AB|Swea Maskin AB
Skara Bygg & Entreprenad AB,5590233390,3,42,Calau-Dobre; Iulian,1,1,Skara Bygg & Entreprenad AB
BST West AB,5590705132,5,44,Lindell; Anders Fredrik,4,4,BST West AB|ITAG Production AB|Steenari Invest AB|Fredrik Lindell Invest AB
Svanesunds Rör Aktiebolag,5561258269,2,58,Carlsson; Hans Olof,1,3,Svanesunds Rör Aktiebolag
FSD Göteborg Aktiebolag,5567206668,3,50,Hansson; Pär Magnus,1,3,FSD Göteborg Aktiebolag
IBS i Göteborg AB,5591421218,3,53,Asp; Pär Daniel,9,4,DAP Fastigheter AB|IBS Byggnadsställningar AB|IBS i Kalmar Län AB|IBS i Göteborg AB|IBS i Östergötland AB|Björröds Fastigheter AB|Hwita 7 AB|DA2 AB|DA1 AB
Willa Entreprenad i Göteborg AB,5565325262,3,57,Harbeck; Bengt Peter,3,5,Harbeck's Consulting AB|Peter Harbeck AB|Willa Entreprenad i Göteborg AB
Totalbyggen Väst AB,5569097727,3,36,Lundin; Björn Magnus,3,1,Betongsystem Lundin AB|Lundin Vester Holding AB|Totalbyggen Väst AB
Totalbyggen Väst AB,5569097727,3,36,Vester; Anders Henrik,2,2,Lundin Vester Holding AB|Totalbyggen Väst AB
L Nybergs Bygg och Entreprenad AB,5565148383,2,62,Nyberg; Linda Magdalena,1,2,L Nybergs Bygg och Entreprenad AB
Apexa Competence AB,5569304347,2,45,Johansson; Ingvar Mikael,1,4,Apexa Competence AB
OAT Måleri AB,5562048032,4,55,Johansson Jinnemark; Per-Olof,4,4,OAT Måleri AB|OAT Utveckling AB|OAT Kök & Lack AB|OAT Gruppen AB
Nya JV Västbygg AB,5591475990,2,42,Gunnarsson; Claes Viktor,6,9,Nya JV Västbygg AB|JV Västbygg AB|FLS Redovisning Aktiebolag|CV Fastigheter och Konsult AB|Göteborg Bygginvest Holding AB|Bostadsrättsföreningen Sörvik
EPG Konsult Samordnad VVS-Teknik Aktiebolag,5564262854,3,57,Hedenberg; Per Göran,2,3,EPG Konsult Samordnad VVS-Teknik Aktiebolag|Göran Hedenberg Konsult Aktiebolag
Kent Ohsol Målab Aktiebolag,5563440899,3,35,Ohsol; Kenth Ove,2,2,Krom Konsulter i Kungsbacka AB|Kent Ohsol Målab Aktiebolag
2Electrify AB,5569522203,3,38,Hentzler; Stephan,2,0,Sun 2Electrify AB|2Electrify AB
2Electrify AB,5569522203,3,38,Ung; Fredrik Emanuel,6,6,2Electrify AB|Bergeld.tech AB|Bubro AB|Bluepuma Paintball|Sun 2Electrify AB|Bluepuma Holding AB
Ljungbloms Elektriska AB,5567586762,2,54,Karlsson; Thomas Mathias,3,0,Olof Leander Måleri AB|WH Installation AB|Ljungbloms Elektriska AB
Marieholms Måleri Aktiebolag,5569920019,3,46,Svensson; Bo Jonas,3,7,JBS Holding AB|Marieholms Måleri Aktiebolag|S2 Måleri AB
Rör o Energiteknik i Sverige AB,5568560683,3,46,Bengtsson; Frank Bo Fredrik,2,3,JFJ Invest AB|Rör o Energiteknik i Sverige AB
Cliff Design AB,5564989035,6,50,Nordlund; Bengt Anders,1,4,Cliff Design AB
Svarvarens Servicebolag AB,5568726136,2,40,Rossing; Harald Per Johannes,11,19,RossingGruppen Holding AB|Rossing Åkeri & Logistik AB|Svensk Budservice väst AB|Rossing Management AB|Fordonsteknik i Väst AB|Svarvarens Servicebolag AB|Nordlog Skandinavien AB|R Gruppen Hyr AB|Power Solutions Väst AB|Silvergärde Åkeri & Transport AB|Rossing Assets AB
Göteborgs Konsult och Byggledning AB,5569257834,7,60,Björkman; Jan Christian,2,0,Göteborgs Konsult och Byggledning AB|Rämnå Konsult AB
Vadsbolarm & Säkerhetstjänst AB,5563247856,4,62,Johansson; Leif Daniel,2,0,Moholm Björkelunds Förvaltning AB|Vadsbolarm & Säkerhetstjänst AB
Adela Flaggcenter Aktiebolag,5565761094,2,36,Lind; Fredrik Roger,5,0,Adela Flaggcenter Aktiebolag|Flaggstångs-Experten i Väst AB|Allflagg International Aktiebolag|Linds FTS|L4 Holding AB
Svensk Villavärme AB,5569648107,2,54,Rydell; Jörgen Folke,1,4,Svensk Villavärme AB
Information & Trademark - Store Sweden AB,5567538458,3,47,Backström Gabrielson; Linda Mari,8,12,Information & Trademark - Store Sweden AB|Do It Event AB|HIK Invest AB|Egotist Aktiebolag|S-Backstrom AB|Endless Chapter AB|Linda Backström Gabrielson AB|Marlin Invest Sweden AB
Ventilationsgruppen service i Göteborg AB,5568923097,3,53,Ericsson; Ulf Johan,1,3,Ventilationsgruppen service i Göteborg AB
Wahlbäcks El Aktiebolag,5562341346,5,62,Bergström; Per Martin,1,2,Wahlbäcks El Aktiebolag
Willes Projekt AB,5567187009,2,65,Wilhelmson; Lars Peter,2,1,Willes Holding AB|Willes Projekt AB
Villamontage i Väst AB,5568366255,4,49,Lund; Cary Christian,3,3,Bostadsrättsföreningen Furuhöjdsterrassen|Villamontage i Väst AB|Christian Lund Bygg i Göteborg AB
Toarps Plåtslageri AB,5590030226,3,38,Lindberg; Ulf Johan Theodor,5,3,Toarps Plåtslageri AB|Vägporten Fastighets AB|Länghem Fastighets AB|UJT Consulting AB|LX2 Förvaltning AB
Penselbröderna AB,5567893325,4,49,Mellberg; Lars Olof,1,1,Penselbröderna AB
Powerstruc AB,5568449697,2,39,Adolfsson; Martin Christoffer,3,2,Bostadsrättsföreningen Kommendantsängen 2:2|Molvino AB|Powerstruc AB
Lillhagen Byggnads AB,5568161045,4,46,Andersson; Niklas Lars Åke,30,23,Billström Riemer Andersson AB|Billström Riemer Andersson Bygg AB|Lillhagen Byggnads AB|Billström Riemer Andersson Teknik AB|BRA Laholm AB|Knarrholmen Drift AB|BRA Knarrholmen AB|BRA Stallbacke AB|KM Knarren AB|BRA Framtid 7 AB|BRA Framtid 10 AB|AB LAMNAV 225|BRA Framtid 11 AB|BRA Framtid 8 AB|Knarrholmen Utveckling AB|BRA Framtid 4 AB|KM Invest AB|BRA Framtid 9 AB|BRA Framtid 6 AB|BRA Framtid 5 AB|KM Andersson AB|NA Göteborg AB|BRA Framtid 1 AB|Billström Riemer Andersson Förvaltning AB|Knarrholmen Förvaltning AB|Föreningen Brevik Ek. för.|BRA Framtid 3 AB|BRA Framtid 13 AB|BRA Framtid 12 AB|BRA Framtid 2 AB
LECAB Materialhantering AB,5569822926,4,56,Jidbratt; Dan Ivo,2,4,LECAB Materialhantering AB|Jidbratt Invest AB
LECAB Materialhantering AB,5569822926,4,56,Eriksson; Erik Jesper,3,2,A Eriksson HR AB|LECAB Materialhantering AB|Eriksson Gruppen i Mölnlycke AB
WASARECON ENTREPRENAD AB,5567745228,2,56,Thulin; Christer Bengt,11,15,WASARECON ENTREPRENAD AB|iioote AB|Bygg och Projekt i Göteborg AB|JW Fastighets AB|WJ Fastighets AB|GMU AB|J & W Holding AB|Obsidera Holding AB|GMU Holding AB|Bostadsrättsföreningen Backa 766:93|Bostadsrättsföreningen Bö 84:4
Borgstena Group Sweden AB,5561350694,5,52,Ferriera Machado; Jorge Manuel,1,13,Borgstena Group Sweden AB
Trestads Ventilations Montage Aktiebolag,5562792373,3,61,Juntunen; Toivo Aatos,2,2,Trestads Ventilations Montage Aktiebolag|Drivhjulet Aktiebolag
Trestads Ventilations Montage Aktiebolag,5562792373,3,61,Juntunen; Esa Antero,2,4,Trestads Ventilations Montage Aktiebolag|Drivhjulet Aktiebolag
Mareld landskapsarkitekter AB,5566998612,3,54,Engelbrektsson; Ida Elina,3,2,2030digital AB|CVKM i Göteborg Ekonomisk förening|Mareld landskapsarkitekter AB
TB-GRUPPEN Projekt AB,5569832271,2,54,Lerander; Marcus Clas Fredrik,103,98,TB-GRUPPEN AB|TB-GRUPPEN Bostad AB|TB-GRUPPEN Projekt AB|TB-GRUPPEN Utveckling AB|Bomullen Fastighets AB|Jägaren i Alingsås AB|TB-GRUPPEN Förvaltning AB|Smedjebo Fastighets AB|Mejesås Fastighets AB|Dragarbrunn 3:2 3:3 3:4 Ekonomisk förening|Vårklinten Fastighets AB|Tokebacka Fastighets AB|Krattan Fastighets AB|Mjörnstranden Aktiebolag|Blåklinten 5 i Vårgårda AB|Smedjan 22 i Alingsås Fastighets AB|Strandgården Fastighets AB|Affärshuset Storken AB|Fagrabo Fastighets Aktiebolag|Stora Bommen AB|Alsike Trädgårdsstad Markutveckling AB|Klippstranden AB|TB-GRUPPEN Holding AB|Bostadsrättsföreningen Herrgårdsbyn i Gäddeholm|MM Industrilokaler AB|Östra Landmärket nr 17 ekonomisk förening|Tokebacka Fastighets 2 AB|PM Industrilokaler AB|Fabege V 108 AB|LA Industrilokaler AB|Östra landmärket nr 12 ekonomisk förening|Villa Käringberget ekonomisk förening|Östra landmärket nr 16 ekonomisk förening|Östra landmärket nr 15 ekonomisk förening|Bergstranden AB|TB-GRUPPEN Fastighets AB|Fabege V 103 AB|Fingerborgen Fastighets AB|Ekgläntan i Öst 15 AB|Ekgläntan i Öst 18 AB|Ekgläntan i Öst 17 AB|Ekgläntan i Öst 16 AB|Fabege V 102 AB|Skogsbjörken 5 Ekonomisk förening|Dallasskrapan Ekonomisk förening|Bostadsrättsföreningen Skogshusen i Knivsta|Bostadsrättsföreningen Parkhusen i Väsby|Ekmansgatan Fastighets AB|Bostadsrättsföreningen Syrenlunden i Gäddeholm|Bostadsrättsföreningen Lignum i Knivsta|Östra Landmärket nr 19 ekonomisk förening|TB-GRUPPEN Fastighets 2 AB|Skansborgen Fastighets AB|GM Industrilokaler AB|Ekgläntan i Öst 14 AB|Ekgläntan Vrå i Öst AB|Ekgläntan i Väst AB|DS Industrilokaler AB|PJ Industrilokaler AB|Bomullen Förvaltning AB|Skogsbjörken 7 Ekonomisk förening|Ekgläntan i Sthlm AB|Ekgläntan Älvsborg i Väst AB|Bostadsrättsföreningen Stadsporten i Knivsta|Bostadsrättsföreningen Granebergstorpet i Knivsta|TB-GRUPPEN Fastighets 4 AB|Ekgläntan i Öst 20 AB|Ekgläntan i Öst 21 AB|Ekgläntan i Öst 22 AB|Ekgläntan i Öst 23 AB|Ekgläntan i Öst 24 AB|Ekgläntan i Öst 25 AB|Östra Landmärket nr 18 ekonomisk förening|AlingsåsHinden Fastighets AB|MK Industrilokaler AB|DG Industrilokaler AB|LS Industrilokaler AB|AS Industrilokaler AB|IA Industrilokaler AB|Bostadsrättsföreningen Wijkhusen i Väsby|Östra Landmärket nr 25 ekonomisk förening|Östra Landmärket nr 21 ekonomisk förening|Östra Landmärket nr 23 ekonomisk förening|Östra Landmärket nr 22 ekonomisk förening|Östra Landmärket nr 24 ekonomisk förening|Östra Landmärket nr 20 ekonomisk förening|Ekgläntan i Väst 5 AB|Ekgläntan i Öst AB|Ekgläntan i Väst 7 AB|Ekgläntan i Öst 12 AB|Kastellborgen Fastighets AB|MD Industrilokaler AB|TB Gruppen Fastighets 5 AB|JP Industrilokaler AB|Bostadsrättsföreningen Fresta Berså i Väsby|Ekgläntan i Väst 6 AB|TB-GRUPPEN Fastighets 3 AB|SK Industrilokaler AB|Ekgläntan i Öst 19 AB|Fastighets AB Solna Lagern 3|Nygårdshöjd Fastighets AB|Ekgläntan Älvsborg i Väst 2 AB|Bostadsrättsföreningen Stenbrottsskogen i Alsike
Viapm AB,5590294749,3,44,Svennberg; Bo Eric Richard M,3,5,Viapm AB|Viapm Holding AB|Rehab Brösarp Aktiebolag
Entreprenadteknik i Göteborg AB,5566781752,3,39,Vang Barkhage; Ina,3,0,Entreprenadteknik i Göteborg Anläggning AB|Entreprenadteknik i Göteborg Holding AB|Entreprenadteknik i Göteborg AB
One More Family AB,5590521810,5,36,Andersson; Kristofer Emil,2,2,One More AB|One More Family AB
One More Family AB,5590521810,5,36,Klasson; Anders Torsten Sture,4,2,One More Family AB|One More AB|One More Production|Härnqvist HQ AB
Pyramiden Bonny Brigel Aktiebolag,5562324144,2,47,Brigel; Bonny Kjell,6,6,Pyramiden Bonny Brigel Aktiebolag|Bostadsrättsföreningen Bäckebol Företagspark|Göteborgs Tak o Fasadtvätt AB|Eugén Bühler Aktiebolag|Riksbyggen Bostadsrättsförening Oscar Fredrik|Brigolo AB
Svea Construction AB,5567627954,2,32,Rydén; Andreas Lars Peter,3,1,SC GBG AB|Björketorp Holding AB|Svea Construction AB
Rikshiss Service AB,5566891767,3,58,Tilander; Kurt Joakim,1,0,Rikshiss Service AB
A-Team Bygg & Inredningstjänst i Göteborg AB,5566071394,4,50,Håkansson; Peter Mikael,7,5,A-Team Projekt Aktiebolag|A-Team Bygg & Inredningstjänst i Göteborg AB|A-Team Byggservice AB|A-Team Förvaltning AB|A-team Projekt Förvaltning AB|A-team Byggservice i Stockholm AB|Tolftemars invest AB
Rstudio for architecture AB,5568069214,6,49,Johanson; John Russell,9,3,Rstudio for architecture AB|Rstudio for architecture development AB|Rstudio construction AB|Rstudio Property Holding AB|Rstudio Holding AB|Rproject 100 AB|Rproject 210 AB|Halder Holding AB|Jackstone Properties AB
Servent Ventilation i Göteborg Aktiebolag,5564561404,4,65,Schultz; Horst Manfred,1,2,Servent Ventilation i Göteborg Aktiebolag
Rör-Anders VVS & Energi i Vänersborg AB,5565959508,3,37,Norrman; Peter,3,1,Racketcenter Vänersborg AB|Rör-Anders VVS & Energi i Vänersborg AB|Norrmans Förvaltning i 2stad AB
Sjövalla VVS AB,5590761028,4,47,Malmros; Jan Robert,6,22,Sjövalla Byggservice Aktiebolag|Sjövalla VVS AB|Sjövalla Göteborg Backa 109:2 AB|Sjövalla Holding AB|Bostadsrättsföreningen Häggen 17:10|Sjövalla Invest AB
Hemglans AB,5591317101,2,36,Asaad; Rashed,2,0,CleanHouse i Väst AB|Hemglans AB
UMF Entreprenad AB,5567834410,3,47,Zejnulla; Fredric Arif,1,3,UMF Entreprenad AB
Lans Plåt Aktiebolag,5562794544,2,58,Lans; Egon Ingemar,3,2,CK Holiday AB|Lans Plåt Aktiebolag|Donego AB
Kungstens Glasmästeri AB,5566889332,4,51,Eriksson; Anders Christian,4,2,Kungstens Glasmästeri AB|Glashuset i Hagen Aktiebolag|Anders & Dennis Förvaltnings AB|Frölunda Glasmästeri AB
thorbjörnsson+edgren arkitektkontor AB,5565755450,3,60,Thorbjörnsson; Ulf Fredrik,2,4,Frilanshuset Frukt Ekonomisk förening|thorbjörnsson+edgren arkitektkontor AB
Akustikverkstan i Skaraborg Holding AB,5569366023,4,47,Andrén; Pär Tomas,5,10,Akustikverkstan Montage AB|Akustikverkstan i Skaraborg Holding AB|Acoustic Facts Scandinavia AB|Akustikverkstan Konsult AB|Akustikverkstan Lab AB
Scanakos Byggledning Aktiebolag,5563591998,7,58,Tuvert; Jan Ingemar,2,3,Scanakos Byggledning Aktiebolag|Jan Tuvert Byggkonsult AB
ViAQ Projektledning AB,5568507460,2,46,Berg; Bo Anders,4,6,ViAQ Projektledning AB|ViAQ AB|ViAQ Miljö Väst AB|Montab AB
Svantes Bygg och Trärenovering AB,5565784104,3,66,Jonsson; Kjell-Erik Svante,3,5,Löjan AB|Svantes Bygg och Trärenovering AB|Skövde Entreprenad AB
Mark och Bygg; Gullspångs Grävmaskiner Aktiebolag,5564315231,4,54,Eriksson; Klas Magnus Viktor,2,4,Mariestads Grävmaskiner AB|Mark och Bygg; Gullspångs Grävmaskiner Aktiebolag
Eriksbergs Holding AB,5566302922,3,49,Jonason; Olof Jerker,4,11,Lindholmens Bygg i Göteborg AB|Eriksbergs Holding AB|Hjuviks Fastighets AB|ALVIJO AB
DREEM AB,5569551897,3,58,Iwdal; Nina Maya Kristina,5,11,DREEM AB|Artist Unknown AB|IN Group AB|Mayark Holding AB|Bostadsrättsföreningen Engelbrekt 5
Skorstensfolket Sverige Aktiebolag,5566572276,6,56,Tellestam; Dan Martin Jörgen,2,1,Tellestams Redovisningsbyrå AB|Skorstensfolket Sverige Aktiebolag
