company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
C&M Project i Stockholm Aktiebolag,5565676110,2019,47284,-,2620,2619,1657,0,135,16705,16840,1868,4355,0,0,10618,16840,-,-,-,-,-,0,47284,26,1819,1058,2654,3.65%,15.56%,5.54%,100.00%,12.87%,31.26%,157.33%
C&M Project i Stockholm Aktiebolag,5565676110,2018,45619,26,6299,6298,4307,0,152,18533,18685,4511,3965,0,0,10209,18685,-,-,-,-,-,4300,45645,24,1901,1029,6330,0.07%,33.71%,13.81%,100.00%,18.25%,40.69%,181.54%
C&M Project i Stockholm Aktiebolag,5565676110,2017,45588,-,5776,5776,3880,0,151,17145,17296,4003,3245,0,0,10048,17296,-,-,-,-,-,3800,45588,25,1824,1020,5807,16.64%,33.40%,12.67%,100.00%,15.57%,37.78%,170.63%
C&M Project i Stockholm Aktiebolag,5565676110,2016,39086,5,4712,4709,4091,0,148,14548,14696,4224,2500,0,0,7972,14696,-,-,-,-,-,4100,39091,23,1699,965,4736,-2.65%,32.08%,12.06%,100.00%,16.82%,42.01%,182.49%
C&M Project i Stockholm Aktiebolag,5565676110,2015,40150,5,5018,5025,3370,0,147,14093,14240,3633,3100,0,0,7507,14240,-,-,13737,-,6091,3500,40155,20,2008,1036,5037,7.53%,35.29%,12.52%,100.00%,16.40%,42.49%,187.73%
C&M Project i Stockholm Aktiebolag,5565676110,2014,37340,-,6150,6175,4114,0,71,14274,14345,4263,2450,0,0,7632,14345,-,-,14048,-,6184,0,37340,20,1867,1037,6169,25.41%,43.10%,16.56%,81.71%,17.79%,43.04%,187.03%
C&M Project i Stockholm Aktiebolag,5565676110,2013,29775,-,4931,4967,3502,0,89,10830,10919,3649,1620,0,0,5651,10919,-,-,11304,-,5208,3500,29775,16,1861,1068,4967,3.94%,45.67%,16.75%,84.46%,17.39%,44.99%,191.65%
C&M Project i Stockholm Aktiebolag,5565676110,2012,28646,23,3684,3752,2655,0,125,10938,11063,2797,1192,0,0,7074,11063,0,-,10425,-,4714,2650,28669,15,1910,1036,3725,12.48%,34.00%,13.13%,79.32%,13.49%,33.22%,154.62%
C&M Project i Stockholm Aktiebolag,5565676110,2011,25467,14,4181,4223,2671,0,73,10095,10168,2812,1092,0,0,6264,10168,5948,-,2509,-,3869,2670,25481,13,1959,975,4335,46.00%,41.63%,16.62%,100.00%,15.04%,35.57%,161.16%
C&M Project i Stockholm Aktiebolag,5565676110,2010,17443,16,2245,2252,1614,0,176,6201,6377,1741,572,0,0,4063,6377,3863,-,2650,-,2184,1600,17459,13,1342,758,2420,-,35.35%,12.92%,100.00%,12.26%,33.91%,152.62%
Skanska AB,5560004615,2019,172846000,591000,7428000,7340000,6054000,0,25112000,100906000,126018000,32924000,97000,10021000,18319000,64657000,126018000,590000,-,20918000,-,5695000,0,173437000,34756,4973,783,10471000,0.65%,6.04%,4.41%,9.43%,20.97%,26.13%,76.44%
Skanska AB,5560004615,2018,171730000,855000,5647000,5686000,4594000,0,20510000,95786000,116296000,29250000,97000,0,10292000,76657000,116296000,551000,-,21068000,-,5294000,0,172585000,38650,4443,696,5647000,8.77%,5.02%,3.40%,8.31%,11.14%,25.15%,68.02%
Skanska AB,5560004615,2017,157877000,1655000,4578000,4623000,4111000,0,19737000,89700000,109437000,27185000,0,0,10695000,71557000,109437000,554000,213000,21448000,-,5415000,0,159532000,40759,3873,673,6165000,8.61%,4.57%,3.17%,8.09%,11.49%,24.84%,69.36%
Skanska AB,5560004615,2016,145365000,2126000,7220000,7101000,5722000,0,19966000,86539000,106505000,33742000,156000,1000,3656000,68950000,106505000,588000,-,21190000,-,5531000,0,147491000,42903,3388,637,8568000,-5.02%,7.06%,5.17%,9.80%,12.10%,31.68%,124.00%
Skanska AB,5560004615,2015,153049000,1270000,6290000,5976000,4780000,0,18107000,79560000,97667000,24079000,127000,5255000,3874000,64332000,97667000,514000,-,23058000,-,5890000,0,154319000,48470,3158,608,7869000,6.78%,6.77%,4.32%,9.07%,9.95%,24.65%,80.20%
Skanska AB,5560004615,2014,143325000,669000,5409000,5129000,3850000,0,18007000,74767000,92774000,21251000,154000,4655000,8078000,58636000,92774000,511000,191000,22293000,-,5116000,0,143994000,57866,2477,482,7006000,5.01%,5.98%,3.87%,9.15%,11.25%,22.91%,81.24%
Skanska AB,5560004615,2013,136488000,693000,5555000,5320000,3769000,0,18702000,68830000,87532000,21177000,162000,4415000,6505000,55273000,87532000,517000,198000,21218000,-,4739000,0,137181000,57105,2390,464,7123000,5.52%,6.53%,4.19%,9.18%,9.93%,24.19%,77.35%
Skanska AB,5560004615,2012,129350000,965000,4018000,3784000,2861000,0,18520000,69715000,88235000,19187000,166000,4677000,4820000,59385000,88235000,506000,-,21293000,-,5317000,0,130315000,56618,2285,479,5536000,8.94%,4.82%,3.29%,8.94%,7.99%,21.75%,70.27%
Skanska AB,5560004615,2011,118734000,4942000,8413000,8425000,7595000,0,18493000,64277000,82770000,19413000,170000,4701000,1335000,57151000,82770000,497000,197000,19679000,-,4789000,0,123676000,52557,2259,475,9806000,-2.86%,10.69%,7.45%,9.54%,6.00%,23.45%,69.73%
Skanska AB,5560004615,2010,122224000,541000,5458000,5423000,4022000,0,15546000,62166000,77712000,20670000,122000,2881000,1107000,52932000,77712000,505000,192000,19409000,-,4578000,0,122765000,51645,2367,474,6759000,-,7.52%,4.78%,10.19%,7.55%,26.60%,77.14%
Fredrik Eriksson National AB,5590394119,2019,39114,59,2726,2725,2135,0,75,14546,14621,5175,0,0,15,9431,14621,-,-,-,-,-,0,39173,32,1222,463,2745,181.90%,18.64%,6.97%,76.40%,13.08%,35.39%,150.99%
Fredrik Eriksson National AB,5590394119,2018,13875,-,3069,3069,2396,0,0,9937,9937,3385,0,0,15,6536,9937,-,-,-,-,-,345,13875,7,1982,671,3069,-,30.88%,22.12%,75.86%,24.51%,34.06%,144.95%
Fredrik Eriksson National AB,5590394119,2017,0,-,-3,-3,-3,0,0,434,434,419,0,0,15,0,434,0,0,0,0,0,0,0,0,-,-,-3,-,-,-,-,-,96.54%,-
Fredrik Eriksson National AB,5590394119,2016,0,-,-8,-8,-8,0,0,42,42,42,0,0,0,0,42,-,-,-,-,0,0,0,-,-,-,-8,-,-,-,-,-,100.00%,-
MDM Olsson AB,5565977914,2019,9971,126,356,356,277,0,16,1559,1574,377,0,0,0,1197,1574,-,-,-,-,-,250,10097,4,2493,409,373,119.58%,22.62%,3.57%,85.65%,3.63%,23.95%,116.54%
MDM Olsson AB,5565977914,2018,4541,279,346,344,261,0,33,785,818,491,0,0,0,328,818,-,-,-,-,-,390,4820,4,1135,340,365,24.34%,42.30%,7.62%,67.63%,10.06%,60.02%,200.30%
MDM Olsson AB,5565977914,2017,3652,171,340,339,257,0,52,826,878,514,0,0,0,364,878,-,-,-,-,-,285,3823,4,913,271,359,1.90%,38.72%,9.31%,57.15%,12.65%,58.54%,187.64%
MDM Olsson AB,5565977914,2016,3584,153,197,197,149,0,72,717,789,257,0,0,0,531,789,-,-,-,-,-,0,3737,4,896,306,216,8.61%,24.97%,5.50%,54.05%,5.19%,32.57%,114.88%
MDM Olsson AB,5565977914,2015,3300,310,499,499,384,0,91,875,967,508,0,0,0,458,967,-,-,819,-,262,400,3610,4,825,273,518,1.10%,51.60%,15.12%,53.73%,12.64%,52.53%,167.69%
MDM Olsson AB,5565977914,2014,3264,11,61,61,46,0,81,585,666,124,0,0,0,541,666,-,-,913,-,285,0,3275,4,816,261,63,6.46%,9.16%,1.87%,52.97%,1.35%,18.62%,76.71%
MDM Olsson AB,5565977914,2013,3066,77,-116,-116,-26,0,8,595,603,78,0,0,0,525,603,-,-,951,-,347,0,3143,4,767,286,-116,-0.26%,-19.24%,-3.78%,52.97%,2.28%,12.94%,93.33%
MDM Olsson AB,5565977914,2012,3074,5,44,44,28,0,8,829,837,194,91,0,0,552,837,0,-,794,-,289,90,3079,3,1025,334,46,6.66%,5.26%,1.43%,55.79%,9.01%,31.19%,136.59%
MDM Olsson AB,5565977914,2011,2882,106,141,141,69,0,11,999,1010,306,91,0,0,613,1010,0,-,773,-,254,140,2988,4,721,234,143,-2.93%,13.96%,4.89%,54.34%,13.39%,36.94%,147.96%
MDM Olsson AB,5565977914,2010,2969,4,186,186,96,0,13,993,1006,237,50,0,0,719,1006,294,-,391,-,207,0,2973,4,742,195,188,-,18.49%,6.26%,55.94%,9.23%,27.22%,129.07%
Mathias Johansson Trading AB,5568199813,2019,1736,24,10,1,1,0,105,378,483,133,0,0,130,220,483,-,-,-,-,-,0,1760,1,1736,538,49,-32.11%,2.07%,0.58%,49.42%,9.10%,27.54%,171.82%
Mathias Johansson Trading AB,5568199813,2018,2557,22,9,1,0,0,144,344,488,133,0,0,151,205,488,-,-,-,-,-,0,2579,2,1279,534,51,16.39%,1.84%,0.35%,60.38%,5.44%,27.25%,167.80%
Mathias Johansson Trading AB,5568199813,2017,2197,4,-118,-123,4,0,38,350,388,132,0,0,0,256,388,-,-,-,-,-,0,2201,2,1099,535,-99,-18.54%,-30.41%,-5.37%,61.81%,4.28%,34.02%,136.72%
Mathias Johansson Trading AB,5568199813,2016,2697,-,-31,-36,-2,0,57,716,774,129,129,0,0,516,774,-,-,-,-,-,0,2697,2,1349,610,-12,-22.16%,-4.01%,-1.15%,65.26%,7.42%,29.67%,138.76%
Mathias Johansson Trading AB,5568199813,2015,3465,-,225,219,125,0,76,921,997,181,163,0,0,653,997,0,-,1315,-,515,50,3465,3,1155,634,239,-12.48%,22.57%,6.49%,73.88%,7.73%,30.91%,141.04%
Mathias Johansson Trading AB,5568199813,2014,3959,-,237,236,132,0,50,669,719,206,107,0,0,406,719,-,-,1623,0,569,0,3959,5,792,464,243,302.75%,32.96%,5.99%,75.42%,6.64%,40.26%,164.78%
Mathias Johansson Trading AB,5568199813,2013,983,-,206,198,120,0,31,338,368,174,47,0,16,131,368,-,-,350,-,88,0,983,1,983,451,212,67.18%,55.98%,20.96%,89.22%,21.06%,57.24%,258.02%
Mathias Johansson Trading AB,5568199813,2012,588,-,18,-8,-8,0,254,98,352,55,0,0,234,63,352,0,-,309,-,81,0,588,1,588,390,47,476.47%,5.11%,3.06%,89.12%,5.95%,15.62%,155.56%
Mathias Johansson Trading AB,5568199813,2011,102,-,16,-234,-237,0,283,131,414,63,0,0,281,71,414,0,-,0,-,0,0,102,0,-,-,23,-,-51.69%,-209.80%,100.00%,58.82%,15.22%,184.51%
Maria Tappert Lilja AB,5591047047,2020,1711,-,95,95,71,0,2,907,909,286,176,0,0,447,909,-,-,-,-,-,0,1711,1,1711,560,95,23.01%,10.45%,5.55%,46.23%,26.88%,46.57%,202.91%
Maria Tappert Lilja AB,5591047047,2019,1391,-,365,364,202,0,0,851,851,255,176,0,0,420,851,-,-,-,-,-,40,1391,1,1391,413,365,-18.13%,42.89%,26.24%,65.28%,30.98%,46.10%,202.62%
Maria Tappert Lilja AB,5591047047,2018,1699,-,284,282,153,0,0,609,609,203,78,0,0,328,609,-,-,-,-,0,150,1699,1,1699,445,284,-,46.63%,16.72%,47.15%,16.54%,43.32%,185.67%
DLM Konsult AB,5568296908,2020,1253,12,176,1178,1210,0,703,1301,2004,1844,0,0,0,160,2004,-,-,-,-,-,0,1265,2,627,522,176,16.13%,58.78%,94.01%,99.52%,91.06%,92.02%,813.12%
DLM Konsult AB,5568296908,2019,1079,-,392,392,235,0,389,482,871,634,90,0,0,147,871,-,-,-,-,-,0,1079,1,1079,677,392,3.15%,45.01%,36.33%,100.00%,31.05%,80.85%,327.89%
DLM Konsult AB,5568296908,2018,1046,-,231,232,179,0,191,398,588,398,0,0,0,190,588,-,-,-,-,-,0,1046,1,1046,797,231,-10.67%,39.29%,22.08%,100.00%,19.89%,67.69%,209.47%
DLM Konsult AB,5568296908,2017,1171,-,172,176,136,0,466,1134,1600,219,0,0,0,1380,1600,-,-,-,-,-,0,1171,2,586,489,172,27.28%,11.06%,15.12%,100.00%,-21.01%,13.69%,82.17%
DLM Konsult AB,5568296908,2016,920,-,502,805,757,0,179,1271,1450,983,0,0,0,466,1450,-,-,242,-,134,0,920,1,920,397,502,1.10%,55.59%,87.61%,100.00%,87.50%,67.79%,272.75%
DLM Konsult AB,5568296908,2015,910,-,233,236,135,0,528,461,989,226,83,0,0,679,989,450,-,0,-,200,0,910,1,910,657,233,26.74%,23.86%,25.93%,100.00%,-23.96%,29.40%,67.89%
DLM Konsult AB,5568296908,2014,718,-,32,33,17,0,366,389,756,91,22,0,0,642,756,-,-,466,-,205,0,718,1,718,671,32,54.08%,4.37%,4.60%,99.86%,-35.24%,14.31%,60.59%
DLM Konsult AB,5568296908,2013,466,-,57,58,33,0,343,145,488,74,13,0,0,401,488,-,-,290,-,115,0,466,1,466,405,57,-,11.89%,12.45%,100.00%,-54.94%,17.13%,36.16%
DLM Konsult AB,5568296908,2012,0,-,-10,-9,-9,0,50,41,91,41,0,0,0,50,91,0,-,0,-,0,0,0,0,-,-,-10,-,-,-,-,-,45.05%,82.00%
Åsa Lundberg Arkitektur AB,5569789885,2019,4068,-,356,348,270,0,0,1763,1763,696,400,0,0,667,1763,-,-,-,-,-,500,4068,3,1356,923,356,9.35%,20.19%,8.75%,100.00%,26.94%,57.18%,264.32%
Åsa Lundberg Arkitektur AB,5569789885,2018,3720,76,610,606,350,0,0,1507,1507,701,400,0,0,406,1507,-,-,-,-,-,275,3796,3,1240,794,610,2.88%,40.48%,16.40%,100.00%,29.60%,67.22%,371.18%
Åsa Lundberg Arkitektur AB,5569789885,2017,3616,28,195,192,142,0,0,1537,1537,546,250,0,0,742,1537,-,-,-,-,-,195,3644,3,1205,800,195,18.21%,12.69%,5.39%,100.00%,21.99%,48.21%,207.14%
Åsa Lundberg Arkitektur AB,5569789885,2016,3059,-,224,223,132,0,0,1179,1179,403,250,0,0,525,1179,-,-,-,-,0,0,3059,1,3059,1074,224,13.84%,19.00%,7.32%,100.00%,21.38%,50.72%,224.57%
Åsa Lundberg Arkitektur AB,5569789885,2015,2687,-,499,498,316,0,0,1096,1096,496,200,0,0,399,1096,-,-,504,-,241,225,2687,1,2687,794,499,346.35%,45.53%,18.57%,100.00%,25.94%,59.49%,274.69%
Åsa Lundberg Arkitektur AB,5569789885,2014,602,-,469,469,280,0,0,687,687,330,110,0,0,247,687,-,-,1,-,0,0,602,1,602,10,469,-,68.27%,77.91%,100.00%,73.09%,60.52%,278.14%
Andreas Paulsson transport AB,5591334668,2019,3051,-,450,416,327,0,1362,1605,2968,786,363,0,0,1819,2968,-,-,-,-,-,0,3051,1,3051,356,666,11.11%,15.16%,14.75%,35.79%,-7.01%,36.02%,88.24%
Andreas Paulsson transport AB,5591334668,2018,2746,20,931,888,409,0,1485,1271,2756,459,363,0,863,1071,2756,-,-,-,-,-,0,2766,1,2746,103,1146,-,33.78%,33.90%,47.27%,7.28%,26.93%,118.67%
Lars Blomberg Målare AB,5565212429,2017,12739,-,164,158,91,0,0,2413,2413,193,220,0,0,2000,2413,-,-,-,-,-,0,12739,20,637,413,164,3.24%,7.29%,1.38%,74.64%,3.24%,15.11%,120.65%
Lars Blomberg Målare AB,5565212429,2016,12339,-,1620,1609,1210,0,0,4055,4055,1552,180,0,0,2323,4055,-,-,4351,-,1596,1450,12339,11,1122,528,1620,13.73%,39.95%,13.13%,69.95%,14.04%,41.74%,174.56%
Lars Blomberg Målare AB,5565212429,2015,10849,-,887,874,678,0,31,3058,3089,1017,140,0,0,1932,3089,-,-,4318,-,1584,675,10849,12,904,492,887,-7.99%,28.71%,8.18%,72.51%,10.38%,36.46%,158.28%
Lars Blomberg Målare AB,5565212429,2014,11791,24,980,974,739,0,31,2611,2642,839,140,0,0,1662,2642,0,-,4819,-,1896,250,11815,16,737,417,980,-42.46%,37.21%,8.34%,70.42%,8.05%,35.89%,157.10%
Lars Blomberg Målare AB,5565212429,2013,20493,147,-503,-521,-521,0,62,4332,4393,100,0,0,658,3635,4393,0,-,9597,-,3601,0,20640,30,683,443,-503,-12.15%,-11.43%,-2.45%,68.91%,3.40%,2.28%,119.17%
Lars Blomberg Målare AB,5565212429,2012,23327,30,1612,1597,1171,0,0,7713,7713,1471,0,0,0,6243,7713,0,-,8978,-,3621,1100,23357,35,666,363,1612,105.29%,20.91%,6.91%,73.49%,6.30%,19.07%,112.35%
Lars Blomberg Målare AB,5565212429,2011,11363,109,106,63,532,0,0,5524,5524,800,0,0,0,4724,5524,0,-,5841,-,2613,500,11472,18,631,477,123,-20.65%,1.94%,0.94%,71.20%,7.04%,14.48%,73.24%
Lars Blomberg Målare AB,5565212429,2010,14321,116,1158,1067,812,0,3284,3585,6870,1517,669,0,2585,2098,6870,845,-,5095,-,3222,1250,14437,20,716,457,1236,5.08%,16.86%,8.09%,79.95%,10.38%,29.26%,152.62%
Lars Blomberg Målare AB,5565212429,2009,13629,154,532,381,222,0,3373,3960,7334,705,715,0,2585,3329,7334,844,-,5219,-,3383,0,13783,20,681,466,611,-11.79%,7.35%,3.95%,79.70%,4.63%,16.63%,112.02%
Lars Blomberg Målare AB,5565212429,2008,15451,172,1294,1174,618,0,3607,4089,7696,1483,665,0,2736,2812,7696,1030,-,5300,-,3523,1000,15623,20,773,495,1423,-,17.13%,8.53%,79.72%,8.26%,25.49%,139.72%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2020,9914,-,2385,2385,2018,0,239,14266,14506,5710,1239,0,4542,3015,14506,0,0,0,0,0,0,9914,5,1983,490,2687,16.91%,16.44%,24.06%,100.00%,113.49%,46.03%,473.17%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2019,8480,509,1903,1900,1907,0,542,16167,16709,3691,1442,0,7381,4194,16709,-,-,-,-,-,0,8989,5,1696,486,2402,10.40%,11.39%,22.44%,100.00%,141.19%,28.82%,385.48%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2018,7681,1155,1710,1710,762,0,1041,26111,27151,1785,1941,0,0,23426,27151,-,-,-,-,-,0,8836,5,1536,446,2499,-20.26%,6.30%,22.26%,100.00%,34.96%,12.15%,111.46%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2017,9632,6,1872,1873,52,0,1829,24935,26764,1023,1294,0,0,24447,26764,-,-,-,-,-,0,9638,6,1605,513,2647,0.28%,7.00%,19.45%,100.00%,5.07%,7.59%,102.00%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2016,9605,207,1656,1659,2672,0,1674,24668,26342,21971,1619,0,1728,1025,26342,-,-,2153,-,665,21000,9812,7,1372,426,2741,6.78%,6.30%,17.27%,100.00%,246.15%,88.20%,2406.63%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2015,8995,-,544,597,1823,0,2283,24065,26348,19299,3377,0,2707,965,26348,0,-,2047,-,584,0,8995,7,1285,397,2028,-13.99%,2.27%,6.64%,100.00%,256.81%,83.24%,2493.78%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2014,10458,3612,3307,3501,1528,0,3767,23788,27554,20477,5088,0,651,1340,27554,-,-,2414,-,725,3000,14070,7,1494,468,4932,1.39%,12.71%,33.48%,100.00%,214.65%,88.72%,1775.22%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2013,10315,-,-502,-255,151,0,3807,21415,25222,18948,3538,0,1625,1111,25222,-,-,1972,-,552,0,10315,6,1719,444,1901,-52.69%,-1.01%,-2.46%,100.00%,196.84%,85.46%,1927.54%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2012,21801,52,1604,1904,1185,0,6211,21558,27769,18798,4078,0,2271,2623,27769,0,-,2530,-,681,0,21853,8,2725,446,4735,31.44%,6.86%,8.73%,100.00%,86.85%,78.52%,821.88%
Karl-Erik Nilsson Maskin & Entreprenad Aktiebolag,5564175395,2011,16586,181,1829,2080,890,0,8689,18862,27550,20613,3787,0,318,2833,27550,968,-,1905,-,833,3000,16767,9,1843,452,4306,-,7.56%,12.55%,100.00%,96.64%,84.95%,665.80%
Patrik Andersson Bygg & Inredning i Östhammar AB,5591826879,2020,9620,-,537,534,301,0,153,1824,1978,458,146,0,0,1374,1978,-,-,-,-,-,0,9620,5,1924,526,545,127.91%,27.15%,5.58%,42.94%,4.68%,28.91%,132.75%
Patrik Andersson Bygg & Inredning i Östhammar AB,5591826879,2019,4221,-,142,141,106,0,94,965,1059,156,0,0,0,903,1059,-,-,-,-,-,0,4221,3,1407,373,147,-,13.41%,3.36%,44.35%,1.47%,14.73%,106.87%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2019,8378,105,982,874,291,0,4894,2258,7152,690,2200,0,2669,1593,7152,-,-,-,-,-,0,8483,5,1676,448,1734,12.38%,13.73%,11.72%,64.93%,7.94%,33.64%,140.62%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2018,7455,56,286,199,152,0,5517,1718,7234,398,1700,0,3561,1575,7234,-,-,-,-,-,0,7511,5,1491,505,1029,-8.99%,3.95%,3.84%,69.36%,1.92%,23.83%,107.94%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2017,8191,193,1321,1231,177,0,4681,2059,6739,497,1700,0,3173,1370,6739,-,-,-,-,-,250,8384,5,1638,501,1918,27.90%,19.60%,16.13%,70.92%,8.41%,27.05%,148.76%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2016,6404,-,373,310,83,0,2695,966,3661,519,700,0,1322,1120,3661,-,-,-,-,-,200,6404,4,1601,451,786,86.98%,10.19%,5.82%,58.53%,-2.40%,29.09%,84.82%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2015,3425,142,218,173,75,0,2170,584,2754,436,500,0,881,936,2754,0,-,680,-,253,0,3567,2,1713,470,537,7.57%,7.92%,6.36%,65.46%,-10.28%,29.99%,61.00%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2014,3184,67,219,175,77,0,1687,560,2247,361,425,0,764,698,2247,-,-,655,-,202,0,3251,2,1592,429,467,27.72%,9.75%,6.88%,63.00%,-4.33%,30.82%,78.80%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2013,2493,-,119,56,13,0,1733,400,2133,284,350,0,902,598,2133,-,-,651,-,193,0,2493,2,1247,423,348,0.89%,5.58%,4.77%,78.98%,-7.94%,26.11%,66.05%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2012,2471,33,149,97,20,0,1309,398,1707,271,310,0,559,567,1707,0,-,494,-,141,0,2504,2,1236,320,314,25.43%,8.73%,6.03%,68.64%,-6.84%,29.26%,70.19%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2011,1970,19,109,56,41,0,1075,422,1497,251,240,0,654,351,1497,307,-,0,-,120,0,1989,1,1970,433,241,38.44%,7.28%,5.53%,59.59%,3.60%,28.58%,120.23%
Jonas Olsson Teknik o Transport i Ronneby AB,5567459630,2010,1423,17,200,162,45,0,1230,397,1627,210,240,0,767,410,1627,307,-,76,-,80,0,1440,2,712,233,342,-,12.29%,14.05%,93.61%,-0.91%,23.78%,96.83%
RS Ren Servicegruppen Sverige AB,5569348898,2019,4637,-,83,83,87,0,22,1269,1291,276,1,0,0,1014,1291,-,-,-,-,-,0,4637,8,580,494,97,-15.80%,6.43%,1.79%,95.58%,5.50%,21.44%,125.15%
RS Ren Servicegruppen Sverige AB,5569348898,2018,5507,6,92,91,92,0,35,1386,1421,251,5,0,0,1165,1421,-,-,-,-,-,0,5513,10,551,462,106,3.93%,6.47%,1.67%,95.71%,4.01%,17.94%,118.97%
RS Ren Servicegruppen Sverige AB,5569348898,2017,5299,-,-575,-576,-583,0,49,1188,1237,159,6,0,0,1072,1237,-,-,-,-,-,0,5299,8,662,642,-563,7.07%,-46.48%,-10.85%,93.87%,2.19%,13.23%,110.82%
RS Ren Servicegruppen Sverige AB,5569348898,2016,4949,1,307,306,238,0,21,1623,1645,893,0,0,217,536,1645,-,-,2817,-,1012,150,4950,6,825,643,314,15.31%,18.66%,6.20%,93.49%,21.96%,54.29%,302.80%
RS Ren Servicegruppen Sverige AB,5569348898,2015,4292,-,620,620,484,0,0,1577,1577,805,0,0,194,578,1577,-,-,2445,-,770,150,4292,6,715,536,620,352.74%,39.32%,14.45%,94.83%,23.28%,51.05%,272.84%
RS Ren Servicegruppen Sverige AB,5569348898,2014,948,-,541,540,421,0,0,823,823,471,0,0,43,310,823,-,-,210,-,50,150,948,5,190,52,541,-,65.74%,57.07%,91.56%,54.11%,57.23%,265.48%
Tony Johansson Stormarknad AB,5567888812,2019,39822,-,1286,1222,1042,0,5127,4605,9731,5454,0,0,899,3379,9731,-,-,-,-,-,0,39822,11,3620,0,2087,9.26%,13.22%,3.23%,21.11%,3.08%,56.05%,83.52%
Tony Johansson Stormarknad AB,5567888812,2018,36447,-,-387,-472,-438,0,5669,5400,11069,4412,0,0,3028,3629,11069,-,-,-,-,-,0,36447,11,3313,0,395,-6.22%,-3.50%,-1.06%,20.80%,4.86%,39.86%,99.53%
Tony Johansson Stormarknad AB,5567888812,2017,38865,-,767,605,465,0,6478,5501,11979,4950,35,0,3647,3347,11979,-,-,4054,-,1699,0,38865,11,3533,523,1491,-6.56%,6.40%,1.97%,22.30%,5.54%,41.55%,111.29%
Tony Johansson Stormarknad AB,5567888812,2016,41592,-,1013,883,1108,0,7313,8561,15874,4485,35,0,7358,3996,15874,-,-,4119,0,1592,0,41592,11,3781,519,1620,-4.33%,6.38%,2.44%,20.78%,10.98%,28.43%,162.76%
Tony Johansson Stormarknad AB,5567888812,2015,43474,-,1780,1733,2934,0,4993,4095,9087,3927,641,0,1242,3279,9087,-,-,4385,-,1607,0,43474,12,3623,499,2704,2.46%,19.68%,4.11%,21.44%,1.88%,48.72%,66.48%
Tony Johansson Stormarknad AB,5567888812,2014,42429,-,567,503,124,0,4979,4059,9039,1743,2683,0,1433,3180,9039,-,-,4887,-,1660,750,42429,14,3031,468,1570,-2.37%,6.33%,1.35%,19.68%,2.07%,42.44%,71.07%
Tony Johansson Stormarknad AB,5567888812,2013,43458,-,2054,2001,1207,0,5656,3926,9582,2368,2368,0,1624,3221,9582,613,-,3906,-,1564,250,43458,13,3343,468,3034,1.59%,21.50%,4.74%,21.66%,1.62%,43.99%,68.18%
Tony Johansson Stormarknad AB,5567888812,2012,42779,-,2525,2458,1244,0,3785,3649,7434,1971,1934,0,0,3528,7434,613,-,3622,-,1519,750,42779,13,3291,443,3374,4.24%,34.15%,5.94%,22.65%,0.28%,45.69%,61.00%
Tony Johansson Stormarknad AB,5567888812,2011,41039,-,1940,1817,779,0,3699,3838,7537,1527,1200,0,943,3867,7537,604,-,3385,-,1327,800,41039,12,3420,443,2661,-6.03%,26.08%,4.79%,21.68%,-0.07%,31.99%,63.82%
Tony Johansson Stormarknad AB,5567888812,2010,43672,-,2632,2448,1448,0,3686,4281,7967,1548,450,0,2429,3540,7967,891,-,2678,-,1089,800,43672,10,4367,466,3353,-,33.09%,6.04%,21.60%,1.70%,23.59%,79.94%
Lampa & Eklund Lapplands Bygg & VVS i Luleå AB,5567847891,2019,9705,33,743,752,453,0,2522,2685,5207,2080,270,0,1247,1610,5207,-,-,-,-,-,0,9738,8,1213,455,750,22.62%,14.63%,7.85%,74.16%,11.08%,43.99%,166.77%
